batumi.apt
dcs,1607363245.584,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-324692.2,888.7,594407.9,16777472,-347402.4,445.8,600474.3
dcs,1607363245.838,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-324725.8,883.3,594420.6,16777472,-347381.5,444.6,600509.9
dcs,1607363246.082,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-324759.3,877.8,594433.3,16777472,-347360.5,443.6,600545.6
dcs,1607363246.330,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-324792.8,872.2,594445.9,16777472,-347339.5,442.6,600581.3
dcs,1607363246.583,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-324826.3,866.6,594458.5,16777472,-347318.6,441.8,600616.9
dcs,1607363246.835,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-324859.8,861.1,594471.1,16777472,-347297.6,441.1,600652.6
dcs,1607363247.079,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-324893.3,855.8,594483.7,16777472,-347276.7,440.5,600688.4
dcs,1607363247.331,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-324926.8,850.6,594496.2,16777472,-347255.8,440.0,600724.1
dcs,1607363247.584,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-324960.4,845.7,594508.7,16777472,-347234.9,439.6,600759.8
dcs,1607363247.836,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-324993.9,841.0,594521.1,16777472,-347214.1,439.3,600795.6
dcs,1607363248.087,-355170.0,10.1,616482.7,-356541.7,10.1,618352.6,-356541.7,10.1,618352.6,-355170.0,10.1,616482.7,16777728,-325027.5,836.6,594533.6,16777472,-347193.3,439.2,600831.4
