C:/Users/Komministern/Dev/GitHub/gca_simulator/resources/Airports/batumi.apt
dcs,1540054496.366,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348623.3,534.8,611314.9,16777728,-343344.3,1160.0,612944.8
dcs,1540054497.274,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348650.9,534.5,611226.6,16777728,-343326.1,1160.0,612793.1
dcs,1540054498.275,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348681.6,534.2,611128.4,16777728,-343312.6,1160.0,612623.8
dcs,1540054499.270,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348712.3,534.0,611030.3,16777728,-343306.3,1160.0,612454.2
dcs,1540054500.269,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348742.9,533.9,610932.2,16777728,-343307.3,1160.0,612284.4
dcs,1540054501.262,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348773.6,533.9,610834.1,16777728,-343315.4,1160.1,612114.9
dcs,1540054502.373,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348807.5,533.8,610726.3,16777728,-343332.7,1160.0,611928.9
dcs,1540054503.275,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348835.3,533.8,610638.0,16777728,-343353.1,1160.0,611777.5
dcs,1540054504.361,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348869.3,533.8,610530.3,16777728,-343386.0,1160.0,611593.7
dcs,1540054505.373,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348900.4,533.8,610432.4,16777728,-343423.2,1160.0,611428.1
dcs,1540054506.372,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348931.6,533.9,610334.5,16777728,-343467.3,1160.0,611264.2
dcs,1540054507.273,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348956.4,534.7,610245.4,16777728,-343513.0,1160.0,611118.4
dcs,1540054508.268,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-348979.3,535.2,610145.3,16777728,-343570.2,1160.0,610958.6
dcs,1540054509.265,-355082.7,10.1,616357.8,-356527.4,10.1,618407.4,-356527.4,10.1,618407.4,-355082.7,10.1,616357.8,16777984,-356068.5,11.9,618233.4,16777472,-349004.6,534.8,610045.8,16777728,-343634.0,1160.0,610801.3
