23255.15625,-136.507995605,40290.1992188,1498905216.97,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23255.15625,-136.507904053,40290.1992188,1498905217.97,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23255.1777344,-136.506210327,40290.0859375,1498905218.97,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23255.3066406,-136.496871948,40289.3671875,1498905219.99,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23255.8378906,-136.459213257,40286.46875,1498905220.95,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23257.3046875,-136.368652344,40278.4570312,1498905221.97,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23260.3320312,-136.219284058,40262.1328125,1498905222.95,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23265.7675781,-135.971481323,40232.9335938,1498905223.94,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23273.8847656,-135.581771851,40189.1523438,1498905224.92,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23284.5703125,-135.36517334,40131.1484375,1498905225.91,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23298.7324219,-134.961196899,40053.6445312,1498905226.97,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23314.4453125,-134.151885986,39966.65625,1498905227.96,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23332.4550781,-132.94052124,39865.875,1498905228.95,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23353.6328125,-131.344329834,39746.4492188,1498905229.97,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23376.9296875,-131.618774414,39614.6054688,1498905230.98,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23399.9257812,-131.132537842,39484.5195312,1498905231.88,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23430.2070312,-127.969291687,39314.4570312,1498905232.96,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23459.4042969,-122.178855896,39152.203125,1498905233.91,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23495.328125,-111.210670471,38954.6679688,1498905234.98,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23531.1386719,-95.9537200928,38759.8085938,1498905235.97,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23569.3222656,-76.715461731,38553.8125,1498905236.95,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23610.1328125,-54.1025733948,38335.2421875,1498905237.94,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23654.1132812,-28.340927124,38100.859375,1498905238.94,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23699.625,0.461374908686,37858.15625,1498905239.94,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23746.3828125,32.7016639709,37607.796875,1498905240.92,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23800.4648438,71.6799926758,37317.0117188,1498905241.99,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23849.4296875,108.231132507,37052.5234375,1498905242.94,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23900.0742188,146.413513184,36777.2890625,1498905243.9,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
23956.9570312,189.525756836,36467.234375,1498905244.93,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
24018.0976562,234.21484375,36135.0390625,1498905245.98,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
24073.2089844,271.183013916,35835.8007812,1498905246.94,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
24129.5097656,306.241149902,35530.3710938,1498905247.9,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
24195.59375,344.606964111,35172.1523438,1498905248.99,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
24249.9863281,373.529815674,34877.546875,1498905249.88,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
24317.375,405.600830078,34512.7890625,1498905250.98,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
24372.140625,428.912200928,34216.5820312,1498905251.89,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
24438.0351562,454.000244141,33860.4648438,1498905252.98,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
24493.2695312,472.196472168,33562.1875,1498905253.91,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
24551.828125,488.149139404,33246.1875,1498905254.94,23826.0304356,-116.203967295,37059.9163319,23250.2471375,-139.843518774,40302.9441728,-575.761076488,-17.5437136837,3243.06636076,0.373555259113,99.9976142041,0.581042095553
